82 S,150000
28 C,130000
82 C,130000
78 M,130000
94 C,125000
64 JB,70000
53 JB,50000
CB 26,40000
97 JM,32000
98 DM,30000
89 AJ,30000
58 SS,30000
31 AP,28000
47 DM,27000
88 TS,26000
70 AW,25000
84 PB,25000
51 SW,24000
59 TS,23000
92 PK,22000
54 PB,22000
95 TS,22000
53 JA,21000
80 HA,21000
53 PD,21000
60 KA,18000
VBW 1,18000
74 NL,15000
SAM 253,14000
75 GE,12000
12 CBS,8000
